fpr,tpr,thresholds
0.0,0.0,inf
0.0020876826722338203,0.0,0.5623884451236498
0.010438413361169102,0.0,0.5274301060326678
0.010438413361169102,0.01098901098901099,0.5259751983680655
0.012526096033402923,0.01098901098901099,0.5243188167778939
0.012526096033402923,0.04395604395604396,0.5198833471252715
0.014613778705636743,0.04395604395604396,0.5187110566274566
0.014613778705636743,0.054945054945054944,0.5169740083246243
0.016701461377870562,0.054945054945054944,0.5156319338656185
0.016701461377870562,0.06593406593406594,0.5151318495695251
0.022964509394572025,0.06593406593406594,0.5135189349388134
0.022964509394572025,0.08791208791208792,0.5130856526180541
0.025052192066805846,0.08791208791208792,0.5130059790167512
0.025052192066805846,0.10989010989010989,0.5129092062048017
0.027139874739039668,0.10989010989010989,0.5128761268757183
0.027139874739039668,0.16483516483516483,0.511856230831963
0.029227557411273485,0.16483516483516483,0.5104188811861335
0.029227557411273485,0.17582417582417584,0.5103939386151158
0.031315240083507306,0.17582417582417584,0.5099316272954048
0.031315240083507306,0.18681318681318682,0.5097954432104381
0.033402922755741124,0.18681318681318682,0.5095166567324133
0.033402922755741124,0.21978021978021978,0.5086683645694164
0.04592901878914405,0.21978021978021978,0.5079496895086014
0.04592901878914405,0.23076923076923078,0.5079266171061877
0.05010438413361169,0.23076923076923078,0.5077985324680797
0.05010438413361169,0.25274725274725274,0.5076675014286756
0.05845511482254697,0.25274725274725274,0.5070285216696138
0.05845511482254697,0.26373626373626374,0.5069252998203494
0.06889352818371608,0.26373626373626374,0.5063492076258148
0.06889352818371608,0.2857142857142857,0.5062585598604591
0.07515657620041753,0.2857142857142857,0.506109171746081
0.07515657620041753,0.2967032967032967,0.5058018083890142
0.07724425887265135,0.2967032967032967,0.5057933497940451
0.07724425887265135,0.3076923076923077,0.5057627028277927
0.08768267223382047,0.3076923076923077,0.5052398066938877
0.08768267223382047,0.31868131868131866,0.5051983050390747
0.08977035490605428,0.31868131868131866,0.505175006780571
0.08977035490605428,0.3516483516483517,0.5050526433193528
0.09812108559498957,0.3516483516483517,0.5048418443620876
0.09812108559498957,0.3626373626373626,0.5047695064017789
0.10438413361169102,0.3626373626373626,0.5040201611452737
0.10438413361169102,0.3956043956043956,0.5037472036824945
0.10647181628392484,0.3956043956043956,0.5036346008545074
0.10647181628392484,0.4065934065934066,0.5035922210067304
0.11691022964509394,0.4065934065934066,0.5030898070548433
0.11691022964509394,0.4175824175824176,0.5030056339984057
0.12734864300626306,0.4175824175824176,0.5026939988344447
0.12734864300626306,0.42857142857142855,0.5026040287179064
0.12943632567849686,0.42857142857142855,0.5026003960491751
0.12943632567849686,0.43956043956043955,0.5023691859421987
0.13987473903966596,0.43956043956043955,0.5019132780316748
0.13987473903966596,0.45054945054945056,0.5018842417633393
0.1440501043841336,0.45054945054945056,0.5017202369202765
0.1440501043841336,0.46153846153846156,0.5016896649009767
0.15657620041753653,0.46153846153846156,0.501471802890728
0.15657620041753653,0.4725274725274725,0.5014687931983585
0.162839248434238,0.4725274725274725,0.5013530232714931
0.162839248434238,0.4835164835164835,0.5012909392730047
0.17954070981210857,0.4835164835164835,0.5010770616383494
0.17954070981210857,0.4945054945054945,0.500991217779401
0.1941544885177453,0.4945054945054945,0.5007452943972128
0.1941544885177453,0.5054945054945055,0.5007351659243963
0.19832985386221294,0.5054945054945055,0.5006893039083473
0.19832985386221294,0.5164835164835165,0.5005367700031895
0.20876826722338204,0.5164835164835165,0.5003368352132821
0.20876826722338204,0.5274725274725275,0.5003355547669318
0.23799582463465555,0.5274725274725275,0.4998221492991554
0.23799582463465555,0.5384615384615384,0.4997035675762325
0.24843423799582465,0.5384615384615384,0.4994947516256886
0.24843423799582465,0.5494505494505495,0.4994675726601729
0.2567849686847599,0.5494505494505495,0.499395720125551
0.2567849686847599,0.5604395604395604,0.49932231368044666
0.2818371607515658,0.5604395604395604,0.49898939394515107
0.2818371607515658,0.5714285714285714,0.498988733450467
0.31941544885177453,0.5714285714285714,0.49833413808366817
0.31941544885177453,0.5934065934065934,0.4982079787254618
0.3235908141962422,0.5934065934065934,0.4981734643323794
0.3235908141962422,0.6043956043956044,0.49814722486280905
0.325678496868476,0.6043956043956044,0.4981340831615711
0.325678496868476,0.6153846153846154,0.4981227427552004
0.33194154488517746,0.6153846153846154,0.4980918999540587
0.33194154488517746,0.6263736263736264,0.4980600597571686
0.33402922755741127,0.6263736263736264,0.49804020082755823
0.33402922755741127,0.6373626373626373,0.4980369952406705
0.33820459290187893,0.6373626373626373,0.49797172424708064
0.33820459290187893,0.6483516483516484,0.49795617710742934
0.348643006263048,0.6483516483516484,0.49782754908067633
0.348643006263048,0.6593406593406593,0.497810073801368
0.35073068893528186,0.6593406593406593,0.4978097161281494
0.35073068893528186,0.6703296703296703,0.49780216961478113
0.3653444676409186,0.6703296703296703,0.4976895690735571
0.3653444676409186,0.6813186813186813,0.4975513411064743
0.3695198329853862,0.6813186813186813,0.4975111065829871
0.3695198329853862,0.7032967032967034,0.4974345942597579
0.37160751565762007,0.7032967032967034,0.4974301744952099
0.37160751565762007,0.7142857142857143,0.49743017058502415
0.3924843423799583,0.7142857142857143,0.4971582085392555
0.3924843423799583,0.7362637362637363,0.4971356600667816
0.3966597077244259,0.7362637362637363,0.49709796158023184
0.3966597077244259,0.7472527472527473,0.49707647708107466
0.4196242171189979,0.7472527472527473,0.4966517053821322
0.4196242171189979,0.7582417582417582,0.49663819680827664
0.4279749478079332,0.7582417582417582,0.4965707816489332
0.4279749478079332,0.7692307692307693,0.49655828176420563
0.4488517745302714,0.7692307692307693,0.4963769071123235
0.4488517745302714,0.7802197802197802,0.4963488224966486
0.4989561586638831,0.7802197802197802,0.4957111860515748
0.4989561586638831,0.8021978021978022,0.4956892463893976
0.5052192066805845,0.8021978021978022,0.49563278094744795
0.5052192066805845,0.8131868131868132,0.49556110800387293
0.5281837160751566,0.8131868131868132,0.49532964034194593
0.5281837160751566,0.8241758241758241,0.49530357665025665
0.5448851774530271,0.8241758241758241,0.4949737795430685
0.5448851774530271,0.8351648351648352,0.49496616363749907
0.5615866388308977,0.8351648351648352,0.4948012461502054
0.5615866388308977,0.8461538461538461,0.49480004909070535
0.5678496868475992,0.8461538461538461,0.49461308838165324
0.5678496868475992,0.8571428571428571,0.4946083660305303
0.5762004175365344,0.8571428571428571,0.4945903581845196
0.5762004175365344,0.8681318681318682,0.494560160543376
0.6116910229645094,0.8681318681318682,0.49425835891593006
0.6116910229645094,0.8791208791208791,0.49425769180517026
0.6179540709812108,0.8791208791208791,0.494246365446726
0.6179540709812108,0.8901098901098901,0.49423658738689435
0.6283924843423799,0.8901098901098901,0.49413466159123254
0.6283924843423799,0.9010989010989011,0.4941150706399568
0.6597077244258872,0.9010989010989011,0.49380467943421597
0.6597077244258872,0.9120879120879121,0.4937965178666705
0.6805845511482255,0.9120879120879121,0.49362739031747055
0.6805845511482255,0.9230769230769231,0.4936141071990454
0.6931106471816284,0.9230769230769231,0.49345900733555936
0.6931106471816284,0.9340659340659341,0.49345650442075073
0.8058455114822547,0.9340659340659341,0.4922538916913393
0.8058455114822547,0.945054945054945,0.492226391936339
0.826722338204593,0.945054945054945,0.49191857752499357
0.826722338204593,0.9560439560439561,0.4918371019567474
0.8810020876826722,0.9560439560439561,0.4910496955559641
0.8810020876826722,0.967032967032967,0.4909208516281446
0.8893528183716075,0.967032967032967,0.49072806363267085
0.8893528183716075,0.978021978021978,0.49072688385295526
0.9436325678496869,0.978021978021978,0.4893601908701569
0.9436325678496869,0.989010989010989,0.4892852393489911
0.9874739039665971,0.989010989010989,0.486696680014759
0.9874739039665971,1.0,0.4866084620393846
1.0,1.0,0.4816929438727127
0.0,0.0,1.0
1.0,1.0,0.0
